,Name,NCode,Series,SCode,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,id_Name,id_Rating
822,Grenada,GRD,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ,176.0,54
823,Grenada,GRD,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD," 8,931,619.70 "," 8,980,951.90 "," 9,274,607.50 "," 9,577,650.00 "," 9,236,862.40 "," 11,666,064.30 "," 15,439,737.40 "," 17,192,916.30 "," 17,753,106.60 "," 23,742,195.20 "," 36,463,226.80 "," 48,310,116.00 "," 47,586,138.60 "," 53,914,375.70 "," 60,458,320.10 "," 74,877,454.20 "," 80,000,006.10 "," 80,632,815.70 "," 100,016,760.10 "," 110,854,583.20 "," 105,813,445.40 "," 106,145,493.70 "," 114,654,191.60 "," 113,517,081.00 "," 119,875,817.40 "," 108,660,524.10 "," 108,043,158.60 "," 112,966,546.80 "," 180,668,392.50 "," 184,755,205.90 "," 294,919,418.10 "," 300,106,720.30 "," 346,742,454.30 "," 345,175,787.20 "," 408,837,769.50 "," 433,571,022.40 "," 460,266,617.00 "," 477,761,359.70 "," 476,704,201.80 "," 470,557,369.30 "," 472,925,070.90 "," 495,274,709.20 "," 512,968,160.30 "," 537,390,185.90 "," 551,403,004.50 "," 494,989,798.50 "," 499,120,727.90 "," 476,006,794.40 "," 497,624,115.00 "," 528,612,637.20 ",176.0,54
824,Grenada,GRD,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD, .. , .. , .. , .. , .. ," 1,000,000.00 "," 1,000,000.00 "," 2,000,000.00 "," 1,000,000.00 "," 2,000,000.00 "," 2,000,000.00 "," 2,523,666.60 "," 1,834,993.00 "," 1,648,393.50 "," 2,231,578.20 "," 3,376,782.20 "," 9,609,969.20 "," 10,556,894.00 "," 12,855,175.60 "," 13,647,632.50 "," 11,485,275.30 "," 43,195,737.90 "," 15,605,829.00 "," 14,628,931.90 "," 20,813,576.30 "," 7,980,043.90 "," 64,114,990.60 "," 23,657,721.30 "," 17,540,779.60 "," 49,728,545.80 "," 75,902,371.40 "," 63,233,772.10 "," 72,319,469.20 "," 7,352,465.30 "," 32,836,296.50 "," 44,965,360.50 "," 64,217,089.10 "," 38,301,075.00 "," 37,576,805.70 "," 15,825,919.40 "," 70,828,829.70 "," 46,449,460.20 "," 78,989,798.00 "," 18,988,258.10 "," 26,773,885.90 "," 22,036,555.60 "," 16,731,000.00 "," 13,847,121.50 "," 102,156,000.00 "," 120,371,988.80 ",176.0,54
825,Grenada,GRD,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD, .. , .. , .. , .. , .. ," 100,000.00 ","-1,400,000.00 ", -   , -   , -   ,"-1,900,000.00 ","-2,500,000.00 ","-2,800,000.00 ","-4,111,111.11 ","-4,481,481.48 ","-14,722,222.22 ","-14,981,481.48 ","-10,481,481.48 ","-12,874,074.07 ","-15,274,074.07 ","-22,581,481.48 ","-20,248,148.15 ","-19,311,111.11 ","-19,977,777.78 ","-16,962,962.96 ","-33,500,000.00 ","-48,685,185.19 ","-41,551,851.85 ","-37,407,407.41 ","-58,748,148.15 ","-54,488,888.89 ","-89,166,666.67 ","-65,014,333.33 ","-70,157,129.63 ","-89,787,148.15 ","-156,554,796.67 ","-134,832,583.33 ","-102,556,362.96 ","-60,420,861.11 ","-42,648,183.70 ","-31,489,862.96 ","-74,688,413.33 ","-99,983,428.43 ","-137,380,436.32 ","-93,216,530.68 ","-152,150,927.59 ","-166,002,723.58 ","-178,166,984.77 ","-149,297,223.31 ","-149,833,655.08 ",176.0,54
826,Grenada,GRD,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS, .. , .. , .. , .. , .. ,-0.14 , 1.59 , -   , -   , -   , 1.51 , 1.90 , 1.92 , 2.45 , 2.39 , 6.85 , 6.34 , 3.92 , 4.63 , 5.08 , 7.28 , 6.54 , 5.94 , 5.84 , 4.62 , 8.54 , 10.92 , 8.62 , 7.19 , 11.29 , 10.08 , 15.09 , 10.85 , 10.09 , 12.85 , 20.64 , 16.32 , 13.30 , 7.84 , 5.48 , 3.94 , 8.86 , 11.72 , 15.69 , 10.35 , 13.83 , 15.77 , 16.40 , 14.26 , 12.85 ,176.0,54
827,Grenada,GRD,"IMF repurchases and charges (TDS, current US$)",DT.TDS.DIMF.CD, .. , .. , .. ," 607,275.00 ", -   , -   ," 1,252.40 "," 1,295,485.00 "," 779,111.10 "," 280,618.50 "," 1,259,938.40 "," 387,354.90 "," 1,438,396.60 "," 2,829,405.80 "," 2,160,070.90 "," 987,608.10 "," 919,454.90 "," 705,061.50 "," 494,181.80 "," 10,948.40 ", .. , .. , .. , .. , .. , .. , .. ," 49,270.30 "," 53,237.70 "," 26,402.70 "," 24,149.10 "," 67,983.10 "," 143,230.60 "," 340,175.40 "," 2,077,185.40 "," 2,652,779.20 "," 3,094,219.40 "," 2,394,086.30 "," 58,074.90 "," 264,807.70 "," 483,024.60 "," 496,206.90 "," 2,711,023.20 "," 4,535,962.00 "," 5,051,472.60 "," 4,818,916.10 "," 4,927,784.80 "," 2,922,260.10 "," 1,934,970.30 "," 2,595,558.80 ",176.0,54
828,Grenada,GRD,Income share held by fourth 20%,SI.DST.04TH.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ,176.0,54
829,Grenada,GRD,Income share held by highest 20%,SI.DST.05TH.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ,176.0,54
830,Grenada,GRD,Income share held by third 20%,SI.DST.03RD.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ,176.0,54
831,Grenada,GRD,Income share held by highest 10%,SI.DST.10TH.10, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ,176.0,54
832,Grenada,GRD,Income share held by lowest 10%,SI.DST.FRST.10, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ,176.0,54
833,Grenada,GRD,Income share held by second 20%,SI.DST.02ND.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ,176.0,54
834,Grenada,GRD,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ,176.0,54
835,Grenada,GRD,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ,176.0,54
836,Grenada,GRD,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ,176.0,54
837,Grenada,GRD,Present value of external debt (current US$),DT.DOD.PVLX.CD, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ," 501,794,689.40 ",176.0,54
838,Grenada,GRD,Short-term debt (% of total external debt),DT.DOD.DSTC.ZS, -   , -   , -   , -   , -   , 6.95 , 5.23 , 8.94 , 4.64 , 5.88 , 4.40 , 4.31 , 3.30 , 2.76 , 3.42 , 4.20 , 10.59 , 11.52 , 11.39 , 10.96 , 9.79 , 28.92 , 11.98 , 11.42 , 14.79 , 6.84 , 37.24 , 17.16 , 8.80 , 21.10 , 20.40 , 17.13 , 16.83 , 2.03 , 7.26 , 9.22 , 11.92 , 6.88 , 6.70 , 2.97 , 12.02 , 7.92 , 12.39 , 3.16 , 4.30 , 3.92 , 3.02 , 2.64 , 15.51 , 16.59 ,176.0,54
839,Grenada,GRD,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD, .. , .. , .. ," 948,267.00 "," 1,406,000.00 "," 1,729,947.90 "," 2,680,012.90 "," 3,168,368.60 "," 2,783,223.30 "," 8,275,541.80 "," 6,956,580.10 "," 7,668,158.10 "," 6,177,723.70 "," 4,202,181.70 "," 2,622,771.20 "," 2,084,011.60 "," 1,141,153.60 "," 458,641.90 "," 11,381.30 ", -   , -   , -   , -   , -   , -   , -   , -   ," 1,276,434.30 "," 1,211,706.30 "," 1,168,758.90 "," 1,264,353.60 "," 5,735,844.20 "," 10,537,172.90 "," 9,697,597.00 "," 10,900,882.40 "," 9,135,425.30 "," 14,390,742.60 "," 40,548,563.70 "," 46,308,959.30 "," 45,926,323.10 "," 45,496,159.20 "," 45,106,832.80 "," 45,714,145.00 "," 44,782,655.10 "," 43,948,893.90 "," 44,465,743.10 "," 38,600,029.20 "," 35,609,141.60 "," 58,758,632.60 "," 76,568,979.60 ",176.0,54
840,Guatemala,GTM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS, 18.91 , 20.88 , 22.41 , 21.72 , 21.57 , 24.46 , 21.48 , 21.35 , 22.19 , 17.09 , 14.79 , 12.99 , 13.00 , 11.95 , 16.05 , 15.85 , 16.10 , 17.31 , 21.03 , 17.95 , 18.07 , 17.70 , 17.52 , 19.26 , 17.81 , 17.96 , 18.17 , 19.00 , 20.20 , 28.66 , 26.73 , 26.18 , 27.42 , 25.45 , 25.34 , 25.98 , 25.12 , 24.37 , 26.23 , 27.07 , 25.27 , 22.00 , 21.74 , 19.83 , 18.75 , 18.50 , 18.17 , 17.61 , 16.33 , 17.79 ,90.0,55
841,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD," 2,101,300,000.00 "," 2,569,200,100.00 "," 3,161,499,900.00 "," 3,645,900,000.00 "," 4,365,300,200.00 "," 5,480,500,200.00 "," 6,070,600,200.00 "," 6,902,600,200.00 "," 7,878,700,000.00 "," 8,607,500,300.00 "," 8,716,999,700.00 "," 9,050,000,400.00 "," 9,470,000,100.00 "," 9,721,652,086.96 "," 7,231,963,515.98 "," 7,084,399,840.00 "," 7,841,602,824.43 "," 8,410,724,360.80 "," 7,650,125,217.35 "," 9,406,097,735.09 "," 10,440,842,165.32 "," 11,399,942,453.06 "," 12,983,235,568.23 "," 14,655,404,433.28 "," 15,674,835,615.31 "," 17,790,026,221.61 "," 19,395,491,992.99 "," 18,318,412,251.36 "," 19,288,827,158.90 "," 18,405,203,853.10 "," 20,444,205,991.03 "," 21,576,351,798.91 "," 23,577,286,226.64 "," 26,783,543,667.06 "," 29,744,368,110.91 "," 33,567,868,322.63 "," 38,503,862,830.69 "," 37,125,943,564.99 "," 40,676,432,028.59 "," 46,876,114,650.50 "," 49,593,961,141.75 "," 52,996,540,703.59 "," 57,852,399,963.79 "," 62,186,186,575.74 "," 66,053,725,049.01 "," 71,654,134,378.53 "," 73,328,024,537.18 "," 77,170,421,167.51 "," 77,625,486,978.26 "," 85,985,752,107.47 ",90.0,55
842,Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG, 7.33 , 6.78 , 6.38 , 1.95 , 7.39 , 7.81 , 5.00 , 4.71 , 3.76 , 0.65 ,-3.53 ,-2.57 , 0.50 ,-0.61 , 0.14 , 3.54 , 3.89 , 3.94 , 3.10 , 3.66 , 4.84 , 3.93 , 4.03 , 4.95 , 2.96 , 4.36 , 4.99 , 3.85 , 3.61 , 2.33 , 3.84 , 2.56 , 3.14 , 3.28 , 5.35 , 6.34 , 3.29 , 0.48 , 2.88 , 4.16 , 2.97 , 3.69 , 4.44 , 4.09 , 2.68 , 3.08 , 3.41 , 4.00 ,-1.76 , 7.98 ,90.0,55
843,Guatemala,GTM,Income share held by lowest 20%,SI.DST.FRST.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 2.80 , .. , .. , 2.10 , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 3.50 , .. , .. , .. , .. , .. , 3.20 , .. , .. , .. , .. , .. , .. , .. , 4.50 , .. , .. , .. , .. , .. , .. , .. ,90.0,55
844,Guatemala,GTM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-1.36 , 14.50 , 15.68 , 13.12 , 11.50 , 16.45 , 5.50 , 8.59 , 10.00 , 8.55 , 4.98 , 6.56 , 4.12 , 18.78 , 41.46 , 8.00 , 11.66 , 10.91 , 40.53 , 32.98 , 8.86 , 14.50 , 11.72 , 8.67 , 8.90 , 8.26 , 9.50 , 5.04 , 6.83 ,-5.61 , 6.47 , 4.47 , 6.02 , 5.67 , 4.98 , 7.12 , 9.41 , 3.60 , 5.14 , 6.89 , 3.38 , 3.36 , 2.86 , 2.23 , 2.71 , 1.75 , 1.27 , 3.58 , 2.73 , 2.75 ,90.0,55
845,Guatemala,GTM,Net migration,SM.POP.NETM,"-25,826.00 ","-29,645.00 ","-36,100.00 ","-42,349.00 ","-50,761.00 ","-46,262.00 ","-48,307.00 ","-47,285.00 ","-44,463.00 ","-47,021.00 ","-48,740.00 ","-37,255.00 ","-29,302.00 ","-28,843.00 ","-33,216.00 ","-33,790.00 ","-32,425.00 ","-32,522.00 ","-30,399.00 ","-40,877.00 ","-36,236.00 ","-36,822.00 ","-33,463.00 ","-39,890.00 ","-43,474.00 ","-43,356.00 ","-44,059.00 ","-49,731.00 ","-66,153.00 ","-59,249.00 ","-55,245.00 ","-54,666.00 ","-47,399.00 ","-49,600.00 ","-42,071.00 ","-40,617.00 ","-42,607.00 ","-43,051.00 ","-36,072.00 ","-33,204.00 ","-32,572.00 ","-35,666.00 ","-40,409.00 ","-48,162.00 ","-39,266.00 ","-48,049.00 ","-56,884.00 ","-58,095.00 ","-23,142.00 ","-29,118.00 ",90.0,55
846,Guatemala,GTM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 49.70 , .. , .. , 37.00 , .. , .. , .. , .. , .. , .. , .. , .. , 14.00 , .. , 9.60 , .. , .. , .. , .. , .. , 11.70 , .. , .. , .. , .. , .. , .. , .. , 9.50 , .. , .. , .. , .. , .. , .. , .. ,90.0,55
847,Guatemala,GTM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 56.00 , .. , .. , .. , .. , .. , 51.00 , .. , .. , .. , .. , .. , .. , .. , 59.30 , .. , .. , .. , .. , .. , .. , .. ,90.0,55
848,Guatemala,GTM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 0.10 , 0.20 , 0.20 , 0.30 , 0.30 , 0.40 , 0.40 , 0.50 , 0.50 , 0.50 , 0.60 , 0.60 , 0.60 , 0.60 , 0.50 , 0.50 , 0.50 , 0.50 , 0.50 , 0.40 , 0.40 , 0.40 , 0.40 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.20 , 0.20 , 0.20 ,90.0,55
849,Guatemala,GTM,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 27.90 , .. , .. , .. , .. , .. , .. , .. , 21.70 , .. , .. , .. , 20.30 , 18.80 , .. , 18.20 , .. , .. , .. , .. , .. , .. , 14.10 , .. , .. , .. , .. , .. , 12.40 , .. , .. , .. , .. , .. , .. ,90.0,55
850,Guatemala,GTM,"School enrollment, secondary (% gross)",SE.SEC.ENRR, 8.96 , 8.98 , 10.58 , 11.36 , 12.55 , 13.20 , 17.24 , 17.77 , 17.69 , 18.31 , 17.48 , 17.74 , 17.98 , 18.25 , 19.48 , .. , .. , .. , .. , 21.98 , .. , 23.54 , 24.47 , 24.69 , 24.44 , 24.54 , 24.98 , 26.67 , 30.39 , 32.67 , 35.81 , .. , 39.48 , 41.51 , 43.34 , 44.99 , 45.74 , 47.51 , 52.33 , 52.82 , 53.12 , 53.20 , 52.61 , 54.20 , 53.44 , 52.84 , 52.72 , 51.15 , 50.44 , 47.12 ,90.0,55
851,Guatemala,GTM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS, .. , .. , .. , .. , .. , 4.40 , 6.52 , 7.74 , 8.33 , 9.36 , 11.90 , 16.36 , 22.53 , 29.03 , 33.37 , 31.55 , 29.22 , 21.43 , 15.43 , 18.56 , 27.27 , 16.01 , 14.16 , 12.77 , 13.68 , 11.36 , 10.23 , 10.84 , 9.72 , 10.06 , 10.28 , 10.75 , 14.46 , 14.77 , 15.84 , 16.36 , 16.86 , 19.98 , 16.09 , 17.22 , 13.45 , 23.74 , 15.10 , 16.41 , 23.51 , 29.75 , 8.25 , 13.97 , 25.52 , 9.52 ,90.0,55
852,Guatemala,GTM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG, 5.78 , 7.63 , 1.99 , 2.81 , 9.30 , 13.64 , 1.84 , 2.24 , 1.55 ,-0.24 ,-3.30 ,-3.15 ,-0.39 ,-0.69 , 2.84 ,-0.62 , 5.32 , 4.22 , 1.30 , 7.51 , 2.41 , 5.40 , 4.51 , 5.60 , 1.39 , 5.62 , 6.38 , 2.51 , 1.60 ,-1.12 , 2.08 , 0.99 , 1.29 , 1.69 , 3.69 , 5.32 , 2.69 , 2.55 , 2.13 , 4.74 , 4.34 , 3.08 , 4.39 , 6.91 , 2.57 , 2.83 , 3.28 , 5.89 , 0.24 , .. ,90.0,55
853,Guatemala,GTM,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS, .. , .. , .. , .. , .. ,-0.64 ,-4.46 ,-2.98 ,-2.07 ,-6.65 ,-4.58 ,-2.47 ,-3.99 ,-2.53 ,-0.24 ,-6.25 ,-5.28 ,-4.36 ,-2.78 ,-1.95 ,-6.76 ,-6.16 ,-4.82 ,-3.90 ,-2.88 ,-3.56 ,-5.36 ,-5.60 ,-5.44 ,-6.81 ,-6.04 ,-4.82 ,-4.94 ,-4.63 ,-5.12 ,-5.32 ,-4.03 , 0.19 ,-1.89 ,-3.37 ,-3.72 ,-4.22 ,-3.30 ,-1.24 , 0.96 , 1.20 , 0.89 , 2.36 , 5.05 , 2.46 ,90.0,55
854,Guatemala,GTM,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS, .. , .. , .. , .. , .. , 1.79 , 2.59 , 2.87 , 2.87 , 4.37 , 8.89 , 13.37 , 17.03 , 27.50 , 31.91 , 29.95 , 27.68 , 19.89 , 13.60 , 17.03 , 25.60 , 13.86 , 11.95 , 10.80 , 11.35 , 9.28 , 8.23 , 8.62 , 7.54 , 8.25 , 8.88 , 9.57 , 7.62 , 5.72 , 5.90 , 6.59 , 5.40 , 5.98 , 5.50 , 7.42 , 4.63 , 7.07 , 4.53 , 4.96 , 5.39 , 5.94 , 4.28 , 5.51 , 7.75 , 5.51 ,90.0,55
855,Guatemala,GTM,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD," 45,460,000.00 "," 24,361,000.00 "," 32,577,000.00 "," 19,538,000.00 "," 23,162,000.00 "," 24,455,000.00 "," 34,917,000.00 "," 44,574,000.00 "," 52,663,000.00 "," 66,713,000.00 "," 110,179,000.00 "," 154,339,353.20 "," 204,839,010.90 "," 268,122,877.30 "," 319,145,430.70 "," 324,375,767.60 "," 328,247,533.80 "," 269,716,345.60 "," 197,004,380.00 "," 290,027,594.90 "," 468,231,241.90 "," 256,478,993.10 "," 276,224,936.40 "," 310,033,580.90 "," 322,084,207.70 "," 303,040,573.00 "," 294,522,317.70 "," 305,241,308.40 "," 305,765,121.80 "," 347,377,970.80 "," 365,626,750.50 "," 410,572,148.80 "," 488,886,714.10 "," 402,967,375.50 "," 472,176,072.50 "," 609,308,716.10 "," 516,988,368.60 "," 527,240,587.30 "," 547,726,537.10 "," 887,917,223.30 "," 548,058,891.90 "," 871,173,016.40 "," 591,189,316.70 "," 637,951,447.90 "," 705,256,987.10 "," 833,218,888.70 "," 609,342,356.50 "," 802,503,267.10 "," 1,060,441,938.20 "," 888,809,951.50 ",90.0,55
856,Guatemala,GTM,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD," 54,417,100.00 "," 40,691,701.50 "," 47,477,000.00 "," 40,338,000.00 "," 50,062,000.00 "," 60,255,000.00 "," 87,917,000.00 "," 120,174,000.00 "," 152,743,000.00 "," 142,843,000.00 "," 156,159,000.00 "," 197,079,353.20 "," 284,169,010.90 "," 345,852,877.30 "," 401,513,430.70 "," 368,237,052.60 "," 380,086,745.90 "," 311,800,614.50 "," 245,016,711.60 "," 325,258,319.20 "," 536,342,297.50 "," 333,812,866.50 "," 327,216,936.40 "," 366,405,580.90 "," 387,990,207.70 "," 370,639,573.00 "," 366,188,317.70 "," 385,602,658.00 "," 396,228,543.80 "," 424,763,748.20 "," 424,252,460.50 "," 461,837,989.80 "," 929,398,339.10 "," 1,044,158,023.30 "," 1,272,735,770.90 "," 1,517,085,561.10 "," 1,613,441,947.60 "," 1,765,186,009.40 "," 1,603,918,645.70 "," 2,061,700,091.10 "," 1,593,845,213.20 "," 2,925,701,660.10 "," 1,970,314,279.90 "," 2,111,826,759.50 "," 3,077,179,297.00 "," 4,171,549,269.70 "," 1,175,855,402.20 "," 2,040,358,106.90 "," 3,495,718,570.50 "," 1,536,873,935.40 ",90.0,55
857,Guatemala,GTM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG, 14.35 , 9.59 , 6.64 , 3.30 , 6.59 , 6.22 ,-0.11 , 10.04 , 5.15 ,-14.41 ,-8.45 ,-10.88 ,-3.23 , 3.18 ,-13.99 , 6.02 , 5.63 , 13.29 , 13.46 ,-9.09 , 9.39 , 6.67 , 3.36 , 12.56 , 8.69 , 8.10 , 2.39 , 4.60 , 3.82 ,-3.99 , 0.71 ,-0.52 , 8.22 ,-2.11 , 4.79 , 9.42 ,-0.16 ,-2.66 , 6.13 , 3.01 , 1.75 , 6.66 , 6.93 , 2.84 , 2.36 , 1.49 ,-0.37 , 0.21 ,-7.69 , 11.68 ,90.0,55
858,Guatemala,GTM,Exports of goods and services (current US$),NE.EXP.GNFS.CD," 397,300,000.00 "," 536,500,000.00 "," 708,400,000.00 "," 792,000,000.00 "," 941,700,000.00 "," 1,340,300,000.00 "," 1,303,700,000.00 "," 1,473,600,000.00 "," 1,748,000,000.00 "," 1,471,000,100.00 "," 1,288,999,900.00 "," 1,176,000,000.00 "," 1,231,300,000.00 "," 1,161,565,304.35 "," 1,160,867,534.25 "," 1,122,800,040.00 "," 1,262,786,259.54 "," 1,455,681,818.18 "," 1,608,631,682.20 "," 1,688,639,662.75 "," 1,886,241,442.00 "," 2,018,135,358.63 "," 2,274,655,724.02 "," 2,822,490,792.69 "," 2,791,706,609.54 "," 3,194,396,325.68 "," 3,524,472,507.19 "," 3,481,400,349.34 "," 3,895,385,279.27 "," 5,275,584,493.42 "," 5,463,975,082.14 "," 5,648,926,179.65 "," 6,464,752,708.74 "," 6,817,724,662.36 "," 7,537,173,335.44 "," 8,721,105,938.77 "," 9,673,843,690.48 "," 9,046,785,507.74 "," 10,667,583,174.07 "," 12,688,288,796.98 "," 12,530,952,103.76 "," 11,658,261,378.68 "," 12,579,635,808.70 "," 12,331,463,395.52 "," 12,387,114,040.97 "," 13,252,465,330.23 "," 13,323,208,213.64 "," 13,591,565,593.05 "," 12,674,665,552.92 "," 15,296,677,104.88 ",90.0,55
859,Guatemala,GTM,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS, 0.37 , 0.68 ,-3.26 ,-1.81 ,-6.01 ,-1.80 ,-5.79 ,-4.50 ,-2.73 ,-6.51 ,-3.90 ,-1.56 ,-2.15 ,-1.04 , 1.46 ,-6.45 ,-5.83 ,-5.17 ,-3.81 ,-3.62 ,-9.23 ,-8.37 ,-7.33 ,-6.17 ,-4.77 ,-5.64 ,-8.08 ,-8.35 ,-8.76 ,-13.34 ,-13.65 ,-14.64 ,-15.38 ,-16.19 ,-17.23 ,-17.04 ,-14.93 ,-9.31 ,-10.67 ,-10.91 ,-11.43 ,-12.69 ,-11.59 ,-10.23 ,-8.87 ,-9.08 ,-10.67 ,-10.29 ,-8.50 ,-14.28 ,90.0,55
860,Guatemala,GTM,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS, 11.39 , 11.11 , 10.45 , 11.09 , 10.77 , 13.65 , 15.03 , 16.54 , 16.21 , 16.06 , 19.23 , 21.55 , 26.84 , 29.18 , 41.55 , 41.87 , 35.33 , 32.82 , 39.05 , 30.82 , 27.41 , 26.10 , 24.60 , 23.01 , 22.10 , 20.02 , 19.21 , 21.38 , 20.69 , 23.92 , 22.49 , 24.26 , 34.94 , 36.15 , 37.66 , 38.74 , 36.50 , 40.73 , 37.95 , 35.73 , 31.64 , 33.78 , 34.64 , 33.57 , 32.69 , 33.16 , 33.85 , 33.11 , 32.59 , 31.98 ,90.0,55
