Country Name,Country Code,Series Name,Series Code,1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
China,CHN,Income share held by fourth 20%,SI.DST.04TH.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 22.10 , .. , .. , 22.10 , .. , .. , 22.40 , .. , .. , 22.30 , .. , .. , 22.40 , .. , .. , 22.30 , .. , .. , 22.50 , .. , 22.30 , 22.30 , 22.40 , 22.10 , 22.30 , 22.30 , 22.20 , 22.10 , 22.20 , 22.00 , .. , .. 
China,CHN,Income share held by highest 20%,SI.DST.05TH.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 40.80 , .. , .. , 42.20 , .. , .. , 42.90 , .. , .. , 45.60 , .. , .. , 47.90 , .. , .. , 47.10 , .. , .. , 48.40 , .. , 49.00 , 48.10 , 47.80 , 46.30 , 45.80 , 45.40 , 45.30 , 45.90 , 45.40 , 45.30 , .. , .. 
China,CHN,Income share held by third 20%,SI.DST.03RD.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 16.40 , .. , .. , 15.90 , .. , .. , 15.90 , .. , .. , 15.10 , .. , .. , 14.40 , .. , .. , 14.70 , .. , .. , 14.50 , .. , 14.30 , 14.60 , 14.70 , 15.00 , 15.20 , 15.30 , 15.30 , 15.10 , 15.30 , 15.20 , .. , .. 
China,CHN,Income share held by highest 10%,SI.DST.10TH.10, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 25.80 , .. , .. , 26.60 , .. , .. , 27.30 , .. , .. , 29.40 , .. , .. , 31.40 , .. , .. , 30.90 , .. , .. , 32.00 , .. , 32.60 , 31.80 , 31.50 , 30.30 , 29.70 , 29.40 , 29.40 , 29.90 , 29.40 , 29.50 , .. , .. 
China,CHN,Income share held by lowest 10%,SI.DST.FRST.10, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 3.50 , .. , .. , 3.30 , .. , .. , 3.10 , .. , .. , 2.70 , .. , .. , 2.30 , .. , .. , 2.40 , .. , .. , 2.10 , .. , 2.00 , 2.10 , 2.10 , 2.50 , 2.50 , 2.60 , 2.70 , 2.60 , 2.70 , 2.80 , .. , .. 
China,CHN,Income share held by second 20%,SI.DST.02ND.20, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 12.40 , .. , .. , 12.00 , .. , .. , 11.50 , .. , .. , 10.50 , .. , .. , 9.60 , .. , .. , 10.00 , .. , .. , 9.40 , .. , 9.20 , 9.60 , 9.70 , 10.30 , 10.50 , 10.60 , 10.70 , 10.50 , 10.70 , 10.70 , .. , .. 
China,CHN,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 28.30 , .. , .. , 24.10 , .. , .. , 15.90 , .. , .. , 15.90 , .. , .. , 12.40 , .. , .. , 6.20 , .. , .. , 5.10 , .. , 3.60 , 2.50 , 2.00 , 0.50 , 0.40 , 0.20 , 0.20 , 0.10 , 0.10 , -   , .. , .. 
China,CHN,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 72.80 , .. , .. , 68.60 , .. , .. , 61.10 , .. , .. , 58.50 , .. , .. , 51.00 , .. , .. , 40.80 , .. , .. , 34.30 , .. , 29.30 , 25.90 , 22.90 , 17.10 , 14.50 , 12.20 , 10.50 , 9.70 , 8.00 , 6.40 , .. , .. 
China,CHN,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 51.50 , .. , .. , 45.90 , .. , .. , 36.20 , .. , .. , 34.60 , .. , .. , 28.20 , .. , .. , 18.60 , .. , .. , 14.90 , .. , 11.80 , 9.30 , 7.80 , 3.90 , 3.00 , 2.10 , 1.60 , 1.40 , 0.90 , 0.50 , .. , .. 
China,CHN,Present value of external debt (current US$),DT.DOD.PVLX.CD, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. ," 423,101,617,973.70 "
China,CHN,Short-term debt (% of total external debt),DT.DOD.DSTC.ZS, .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , 27.51 , 41.45 , 46.32 , 38.44 , 25.62 , 23.26 , 20.75 , 15.37 , 16.85 , 17.89 , 18.98 , 17.77 , 17.37 , 18.87 , 19.69 , 21.42 , 12.02 , 10.20 , 8.96 , 30.55 , 35.41 , 42.52 , 46.80 , 51.87 , 53.11 , 53.92 , 48.44 , 52.92 , 68.98 , 73.17 , 68.99 , 72.75 , 69.70 , 61.65 , 56.68 , 60.46 , 62.14 , 57.01 , 53.13 , 53.51 
China,CHN,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD, -   , -   , -   , -   , -   , -   , -   , -   , -   ," 884,059,046.90 "," 837,842,329.00 "," 324,059,292.70 "," 303,401,460.70 "," 339,990,647.30 "," 1,071,881,716.80 "," 1,155,346,773.40 "," 1,012,623,101.60 "," 907,536,555.30 "," 469,216,030.60 ", -   , .. , .. , .. , .. , .. , .. , .. ," 325,010,365.90 "," 308,529,088.00 "," 297,593,664.00 "," 321,934,336.00 "," 351,877,696.00 "," 367,752,768.00 "," 338,451,136.00 "," 356,241,920.00 "," 374,203,200.00 "," 364,735,936.00 "," 10,957,633,395.10 "," 10,764,299,164.70 "," 10,731,028,342.60 "," 10,742,560,523.90 "," 10,764,083,662.00 "," 10,126,666,125.80 "," 9,685,796,677.30 "," 9,396,432,681.20 "," 9,954,225,477.50 "," 9,721,171,324.70 "," 9,665,491,725.90 "," 10,066,998,408.50 "," 50,673,914,230.10 "
France,FRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS, 16.62 , 17.52 , 20.63 , 18.83 , 19.34 , 20.23 , 20.24 , 20.72 , 20.98 , 21.97 , 21.40 , 22.44 , 23.84 , 23.32 , 20.38 , 19.60 , 20.37 , 21.66 , 20.98 , 21.33 , 21.33 , 20.79 , 21.66 , 22.62 , 23.06 , 25.52 , 26.13 , 26.08 , 28.59 , 28.27 , 27.53 , 26.11 , 26.47 , 27.03 , 27.94 , 27.85 , 28.12 , 24.84 , 26.79 , 28.42 , 29.20 , 29.36 , 29.67 , 30.59 , 30.25 , 30.95 , 31.71 , 31.59 , 27.45 , 29.45 
France,FRA,GDP (current US$),NY.GDP.MKTP.CD," 203,494,148,244.47 "," 264,429,876,252.21 "," 285,552,373,158.76 "," 360,832,186,018.05 "," 372,319,038,514.07 "," 410,279,486,493.72 "," 506,707,848,837.21 "," 613,953,129,818.07 "," 701,288,419,745.42 "," 615,552,202,776.10 "," 584,877,732,308.61 "," 559,869,179,791.72 "," 530,683,779,929.45 "," 553,138,414,367.06 "," 771,470,783,218.11 "," 934,173,305,685.91 "," 1,018,847,043,277.17 "," 1,025,211,803,413.53 "," 1,269,179,616,913.63 "," 1,269,276,828,275.78 "," 1,401,465,923,172.24 "," 1,322,815,612,694.00 "," 1,393,982,750,472.59 "," 1,601,094,756,209.75 "," 1,605,675,086,549.56 "," 1,452,884,917,959.09 "," 1,503,108,739,159.44 "," 1,493,151,737,698.46 "," 1,365,639,660,792.16 "," 1,377,657,339,291.34 "," 1,501,409,382,971.38 "," 1,844,544,792,036.86 "," 2,119,633,181,634.37 "," 2,196,945,232,435.80 "," 2,320,536,221,304.70 "," 2,660,591,246,211.77 "," 2,930,303,780,828.12 "," 2,700,887,366,932.03 "," 2,645,187,882,116.67 "," 2,865,157,541,994.17 "," 2,683,671,716,967.19 "," 2,811,876,903,329.03 "," 2,855,964,488,590.19 "," 2,439,188,643,162.50 "," 2,472,964,344,587.17 "," 2,595,151,045,197.65 "," 2,790,956,878,746.66 "," 2,728,870,246,705.88 "," 2,639,008,701,648.26 "," 2,957,879,759,263.52 "
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG, 4.51 , 6.34 , 4.30 ,-0.96 , 4.36 , 3.46 , 3.98 , 3.55 , 1.58 , 1.07 , 2.51 , 1.24 , 1.51 , 1.62 , 2.34 , 2.56 , 4.74 , 4.34 , 2.92 , 1.05 , 1.60 ,-0.63 , 2.36 , 2.11 , 1.41 , 2.34 , 3.59 , 3.42 , 3.92 , 1.98 , 1.14 , 0.82 , 2.83 , 1.66 , 2.45 , 2.42 , 0.25 ,-2.87 , 1.95 , 2.19 , 0.31 , 0.58 , 0.96 , 1.11 , 1.10 , 2.29 , 1.87 , 1.84 ,-7.78 , 6.82 
France,FRA,Income share held by lowest 20%,SI.DST.FRST.20, .. , .. , .. , .. , .. , .. , 7.00 , .. , .. , .. , .. , .. , 6.50 , .. , .. , .. , .. , 7.50 , .. , .. , .. , .. , 8.00 , .. , .. , .. , .. , .. , 8.20 , .. , .. , 8.20 , 8.40 , 8.60 , 8.50 , 8.10 , 7.90 , 7.70 , 7.70 , 7.80 , 7.80 , 8.00 , 8.00 , 7.90 , 8.00 , 8.10 , 8.00 , .. , .. , .. 
France,FRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG, 6.80 , 7.86 , 11.83 , 13.75 , 10.75 , 8.78 , 9.28 , 10.31 , 11.69 , 11.69 , 12.09 , 9.65 , 7.07 , 5.45 , 5.06 , 2.46 , 3.19 , 3.29 , 2.66 , 2.55 , 1.97 , 1.62 , 0.92 , 1.12 , 1.36 , 0.88 , 0.95 , 0.20 , 1.55 , 2.01 , 2.07 , 1.86 , 1.62 , 1.94 , 2.16 , 2.56 , 2.37 , 0.07 , 1.07 , 0.95 , 1.16 , 0.78 , 0.58 , 1.14 , 0.52 , 0.52 , 0.99 , 1.28 , 2.78 , 1.33 
France,FRA,Net migration,SM.POP.NETM," 97,770.00 "," 82,273.00 "," 70,036.00 "," 60,976.00 "," 54,481.00 "," 50,700.00 "," 48,194.00 "," 49,639.00 "," 53,403.00 "," 54,535.00 "," 55,023.00 "," 54,930.00 "," 53,502.00 "," 50,391.00 "," 44,525.00 "," 37,864.00 "," 30,843.00 "," 21,768.00 "," 11,404.00 "," 4,385.00 ", 740.00 , 235.00 ," 4,295.00 "," 11,505.00 "," 23,046.00 "," 37,822.00 "," 56,608.00 "," 77,667.00 "," 102,857.00 "," 122,247.00 "," 137,513.00 "," 148,696.00 "," 154,947.00 "," 155,943.00 "," 151,814.00 "," 142,170.00 "," 128,627.00 "," 108,940.00 "," 86,355.00 "," 65,188.00 "," 49,080.00 "," 36,552.00 "," 26,585.00 "," 18,807.00 "," 14,729.00 "," 13,175.00 "," 14,391.00 "," 17,403.00 "," 18,335.00 "," 20,614.00 "
France,FRA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY, .. , .. , .. , .. , .. , .. , 1.00 , .. , .. , .. , .. , .. , 1.50 , .. , .. , .. , .. , 1.00 , .. , .. , .. , .. , -   , .. , .. , .. , .. , .. , -   , .. , .. , 0.20 , -   , -   , -   , -   , -   , -   , 0.10 , -   , 0.10 , 0.10 , -   , 0.10 , 0.10 , -   , -   , .. , .. , .. 
France,FRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 13.80 , .. , .. 
France,FRA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 0.10 , 0.10 , 0.10 , 0.10 , 0.20 , 0.20 , 0.20 , 0.20 , 0.20 , 0.20 , 0.20 , 0.20 , 0.20 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 
France,FRA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. 
France,FRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR, 78.00 , 81.19 , 85.49 , 83.60 , 81.80 , 82.56 , 81.98 , 82.22 , 82.69 , 82.93 , 83.65 , 85.10 , 86.96 , 88.63 , 89.69 , 90.96 , 92.09 , 93.83 , 96.06 , 100.64 , 104.52 , 105.31 , 113.77 , 113.96 , 112.58 , 111.54 , 110.55 , 105.77 , 105.59 , 104.57 , 103.19 , 102.77 , 102.22 , 106.78 , 106.93 , 106.69 , 106.43 , 106.24 , 106.42 , 106.61 , 105.81 , 104.38 , 103.43 , 103.40 , 103.31 , 103.76 , 103.77 , 104.29 , 104.63 , .. 
France,FRA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. 
France,FRA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG, 4.09 , 6.29 , 0.58 ,-0.19 , 3.68 , 2.79 , 4.78 , 3.30 ,-0.42 ,-0.53 , 1.89 , 1.28 , 0.80 , 2.40 , 5.41 , 2.88 , 5.69 , 3.26 , 2.51 , 0.48 , 2.54 ,-0.51 , 2.28 , 2.28 , 1.52 , 2.91 , 4.14 , 4.19 , 2.16 , 2.40 , 0.23 , 0.78 , 3.19 , 1.05 , 1.95 , 2.84 ,-0.76 ,-2.83 , 1.95 , 1.97 ,-0.62 , 0.90 , 1.17 , 2.55 , 1.12 , 2.01 , 1.25 , 1.96 ,-10.42 , .. 
France,FRA,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS, .. , .. , .. , 0.76 ,-0.90 ,-0.10 , 1.39 , 0.84 ,-0.60 ,-0.78 ,-2.07 ,-0.92 ,-0.17 ,-0.01 , 0.31 ,-0.48 ,-0.45 ,-0.46 ,-0.78 ,-0.51 , 0.28 , 0.68 , 0.53 , 0.68 , 1.28 , 2.60 , 2.51 , 3.39 , 1.18 , 1.52 , 1.18 , 0.87 , 0.43 ,-0.01 , 0.02 ,-0.33 ,-0.96 ,-0.82 ,-0.83 ,-1.03 ,-1.23 ,-0.87 ,-1.31 ,-0.37 ,-0.49 ,-0.69 ,-0.87 , 0.50 ,-1.76 , 0.34 
France,FRA,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. 
France,FRA,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. 
France,FRA,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. 
France,FRA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG, 10.99 , 12.44 , 11.52 ,-3.20 , 8.51 , 7.90 , 6.55 , 6.72 , 2.78 , 4.85 ,-1.13 , 4.74 , 6.77 , 2.11 ,-0.97 , 2.80 , 8.46 , 9.78 , 4.15 , 6.28 , 5.95 , 0.39 , 8.16 , 8.85 , 4.27 , 13.04 , 8.81 , 5.11 , 12.89 , 3.07 , 2.00 ,-0.96 , 5.36 , 3.98 , 6.00 , 2.79 , 0.44 ,-10.90 , 8.70 , 6.36 , 2.84 , 2.14 , 3.27 , 4.65 , 1.78 , 4.39 , 4.53 , 1.62 ,-16.83 , 8.77 
France,FRA,Exports of goods and services (current US$),NE.EXP.GNFS.CD," 33,827,048,114.43 "," 46,340,601,060.70 "," 58,910,256,410.26 "," 67,956,249,043.90 "," 71,988,527,724.67 "," 83,014,174,913.08 "," 102,571,220,930.23 "," 127,186,247,301.88 "," 147,148,401,117.67 "," 135,235,968,617.98 "," 125,156,203,213.89 "," 125,614,080,385.58 "," 126,491,030,548.68 "," 129,015,184,698.50 "," 157,252,580,736.81 "," 183,073,229,291.72 "," 207,505,781,301.62 "," 222,041,949,413.94 "," 266,219,732,562.34 "," 270,798,744,332.05 "," 298,940,520,446.10 "," 275,047,486,680.57 "," 301,941,162,570.89 "," 362,214,482,849.26 "," 370,197,461,212.98 "," 370,822,656,776.80 "," 392,709,584,167.22 "," 389,362,241,255.60 "," 390,504,309,338.04 "," 389,407,179,769.29 "," 413,353,771,803.14 "," 481,646,963,820.00 "," 561,042,237,466.41 "," 593,901,326,045.14 "," 648,243,071,809.41 "," 741,061,331,101.18 "," 823,983,397,589.84 "," 670,780,157,110.55 "," 708,600,861,200.00 "," 814,316,094,241.25 "," 783,713,381,111.72 "," 825,700,281,806.67 "," 847,269,974,207.06 "," 746,211,770,692.97 "," 748,010,809,661.09 "," 803,163,777,629.41 "," 885,114,776,507.45 "," 862,106,200,525.49 "," 724,413,895,982.88 "," 871,058,669,864.33 "
France,FRA,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS, 0.78 , 0.64 ,-1.10 , 0.97 ,-0.93 ,-0.17 , 1.05 , 0.40 ,-1.54 ,-1.47 ,-2.45 ,-0.27 , 0.13 ,-0.37 ,-0.12 ,-1.10 ,-0.66 ,-0.69 ,-0.78 ,-0.31 , 0.67 , 1.68 , 1.49 , 1.60 , 1.78 , 3.01 , 2.75 , 2.39 , 1.33 , 1.57 , 1.99 , 1.43 , 1.01 , 0.09 ,-0.23 ,-0.71 ,-1.16 ,-0.79 ,-1.29 ,-1.95 ,-1.30 ,-1.03 ,-1.15 ,-0.57 ,-0.61 ,-1.06 ,-1.01 ,-0.96 ,-1.96 ,-1.94 
France,FRA,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. 
France,FRA,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. 
France,FRA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. 
France,FRA,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. 
France,FRA,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. 
France,FRA,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD, .. , .. , .. ,"-225,901,953.38 "," 660,768,470.09 ","-893,591,988.23 ","-570,258,944.69 ","-601,262,768.29 ","-187,617,533.88 "," 2,078,999,613.10 "," 1,263,379,265.33 ","-12,428,342.43 ","-278,840,848.27 ","-352,722,357.27 "," 2,147,334,762.15 "," 4,070,655,496.07 "," 6,006,210,177.63 "," 9,193,689,820.04 "," 21,640,172,226.72 "," 8,778,998,288.98 "," 9,429,508,955.85 ","-149,530,697.08 "," 8,641,023,244.72 ","-7,915,340,633.12 "," 8,389,214,529.87 "," 12,439,587,260.46 "," 16,182,755,399.41 "," 79,455,181,689.74 "," 132,207,098,895.59 "," 37,230,890,648.66 "," 1,451,944,337.97 "," 10,242,909,367.57 "," 25,513,610,482.56 "," 33,660,365,152.65 "," 51,482,577,203.17 "," 48,449,400,448.70 "," 68,001,785,591.47 "," 70,295,520,050.08 "," 33,671,093,773.63 "," 20,277,561,650.99 "," 19,070,158,223.01 ","-13,973,846,914.22 "," 47,288,734,074.28 "," 8,404,253,503.82 "," 41,841,316,016.55 "," 12,702,511,140.09 "," 61,682,963,434.95 "," 30,864,497,546.20 "," 5,083,126,490.89 ","-11,435,097,378.24 "
France,FRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS, 0.32 , 0.43 , 0.65 , 0.43 , 0.26 , 0.46 , 0.49 , 0.42 , 0.47 , 0.40 , 0.27 , 0.31 , 0.45 , 0.47 , 0.42 , 0.55 , 0.83 , 1.01 , 1.04 , 1.19 , 1.56 , 1.57 , 1.13 , 1.48 , 1.37 , 1.59 , 1.96 , 3.08 , 3.03 , 3.64 , 3.43 , 2.30 , 1.68 , 3.88 , 3.40 , 3.15 , 2.32 , 0.68 , 1.47 , 1.54 , 1.23 , 1.12 , 0.20 , 1.76 , 1.33 , 1.38 , 2.78 , 1.96 , 0.56 , 2.99 
France,FRA,"IMF repurchases and charges (TDS, current US$)",DT.TDS.DIMF.CD, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. 
France,FRA,Income share held by fourth 20%,SI.DST.04TH.20, .. , .. , .. , .. , .. , .. , 22.40 , .. , .. , .. , .. , .. , 22.00 , .. , .. , .. , .. , 22.70 , .. , .. , .. , .. , 22.30 , .. , .. , .. , .. , .. , 22.60 , .. , .. , 22.30 , 22.40 , 22.50 , 22.70 , 21.90 , 21.90 , 22.10 , 21.80 , 21.80 , 21.80 , 21.80 , 22.00 , 21.70 , 22.00 , 21.90 , 21.60 , .. , .. , .. 
France,FRA,Income share held by highest 20%,SI.DST.05TH.20, .. , .. , .. , .. , .. , .. , 42.30 , .. , .. , .. , .. , .. , 43.50 , .. , .. , .. , .. , 39.90 , .. , .. , .. , .. , 40.50 , .. , .. , .. , .. , .. , 39.40 , .. , .. , 39.80 , 39.20 , 38.50 , 38.30 , 40.90 , 41.20 , 40.80 , 41.80 , 41.40 , 41.30 , 40.90 , 40.60 , 40.90 , 40.20 , 40.00 , 40.80 , .. , .. , .. 
France,FRA,Income share held by third 20%,SI.DST.03RD.20, .. , .. , .. , .. , .. , .. , 16.30 , .. , .. , .. , .. , .. , 16.20 , .. , .. , .. , .. , 17.10 , .. , .. , .. , .. , 16.80 , .. , .. , .. , .. , .. , 17.00 , .. , .. , 16.80 , 17.00 , 17.20 , 17.30 , 16.50 , 16.50 , 16.70 , 16.30 , 16.40 , 16.50 , 16.60 , 16.70 , 16.70 , 16.90 , 16.90 , 16.70 , .. , .. , .. 
France,FRA,Income share held by highest 10%,SI.DST.10TH.10, .. , .. , .. , .. , .. , .. , 27.20 , .. , .. , .. , .. , .. , 28.90 , .. , .. , .. , .. , 24.70 , .. , .. , .. , .. , 25.60 , .. , .. , .. , .. , .. , 24.40 , .. , .. , 25.20 , 24.50 , 23.90 , 23.50 , 26.20 , 26.70 , 26.10 , 27.10 , 26.90 , 26.90 , 26.40 , 26.10 , 26.60 , 25.90 , 25.80 , 26.70 , .. , .. , .. 
France,FRA,Income share held by lowest 10%,SI.DST.FRST.10, .. , .. , .. , .. , .. , .. , 2.50 , .. , .. , .. , .. , .. , 2.20 , .. , .. , .. , .. , 2.80 , .. , .. , .. , .. , 3.20 , .. , .. , .. , .. , .. , 3.30 , .. , .. , 3.30 , 3.40 , 3.50 , 3.40 , 3.30 , 3.20 , 3.00 , 3.00 , 3.10 , 3.10 , 3.20 , 3.20 , 3.10 , 3.20 , 3.20 , 3.20 , .. , .. , .. 
France,FRA,Income share held by second 20%,SI.DST.02ND.20, .. , .. , .. , .. , .. , .. , 12.00 , .. , .. , .. , .. , .. , 11.90 , .. , .. , .. , .. , 12.70 , .. , .. , .. , .. , 12.50 , .. , .. , .. , .. , .. , 12.80 , .. , .. , 12.80 , 12.90 , 13.20 , 13.20 , 12.70 , 12.60 , 12.70 , 12.40 , 12.50 , 12.60 , 12.70 , 12.70 , 12.80 , 12.90 , 13.00 , 12.90 , .. , .. , .. 
